n;RN;AVL;B-1;B-5;B10
578;6766
579;6783
580;6791
581;6773
582;6847
583;6829
584;6865
585;6867
586;6858
587;6923
588;6870
589;6919
590;6903
591;6928
592;6957
593;6969
594;6972
595;7004
596;7012
597;7026
598;7011
599;6999
600;7076
601;7078
602;7091
603;7115
604;7141
605;7111
606;7174
607;7126
608;7144
609;7195
610;7155
611;7238
612;7258
613;7242
614;7297
615;7248
616;7241
617;7290
618;7298
619;7296
620;7305
621;7363
622;7357
623;7383
624;7390
625;7386
626;7405
627;7394
628;7416
629;7431
630;7467
631;7495
632;7488
633;7507
634;7495
635;7517
636;7519
637;7568
638;7570
639;7575
640;7575
641;7594
642;7587
643;7631
644;7624
645;7656
646;7683
647;7690
648;7687
649;7704
650;7767
651;7742
652;7703
653;7779
654;7771
655;7801
656;7819
657;7820
658;7854
659;7837
660;7809
661;7895
662;7936
663;7903
664;7898
665;7895
666;7981
667;7990
668;8017
669;7973
670;7960
671;8010
672;8040
673;8031
674;8040
675;8086
676;8055
677;8070
678;8092
679;8137
680;8125
681;8124
682;8166
683;8166
684;8172
685;8135
686;8254
687;8183
688;8242
689;8236
690;8270
691;8276
692;8274
693;8282
694;8292
695;8329
696;8336
697;8351
698;8372
699;8375
700;8394
701;8443
702;8434
703;8400
704;8452
705;8479
706;8480
707;8499
708;8510
709;8500
710;8545
711;8548
712;8590
713;8521
714;8585
715;8561
716;8585
717;8632
718;8675
719;8620
720;8736
721;8696
722;8670
723;8673
724;8697
725;8733
726;8740
727;8764
728;8724
729;8777
730;8870
731;8815
732;8849
733;8838
734;8863
735;8892
736;8921
737;8949
738;8895
739;8936
740;8901
741;8929
742;8954
743;8997
744;8984
745;9004
746;9043
747;9020
748;9031
749;9028
750;9088
751;9114
752;9133
753;9114
754;9139
755;9154
756;9126
757;9124
758;9197
759;9169
760;9214
761;9254
762;9275
763;9246
764;9267
765;9317
766;9287
767;9319
768;9294
769;9360
770;9359
771;9374
772;9359
773;9413
774;9398
775;9437
776;9447
777;9486
778;9502
779;9430
780;9467
781;9525
782;9504
783;9545
784;9493
785;9566
786;9534
787;9536
788;9606
789;9594
790;9614
791;9645
792;9673
793;9655
794;9684
795;9698
796;9685
797;9723
798;9739
799;9742
800;9734
801;9740
802;9788
803;9777
804;9795
805;9859
806;9837
807;9880
808;9815
809;9924
810;9881
811;9875
812;9911
813;9967
814;9997
815;9952
816;9936
817;10032
818;10037
819;10009
820;10026
821;10043
822;10059
823;10075
824;10076
825;10069
826;10115
827;10130
828;10106
829;10148
830;10167
831;10235
832;10227
833;10216
834;10185
835;10202
836;10221
837;10229
838;10261
839;10329
840;10283
841;10279
842;10387
843;10380
844;10367
845;10341
846;10413
847;10408
848;10408
849;10417
850;10436
851;10465
852;10474
853;10493
854;10493
855;10516
856;10537
857;10542
858;10561
859;10580
860;10553
861;10575
862;10625
863;10595
864;10676
865;10617
866;10633
867;10676
868;10706
869;10675
870;10740
871;10674
872;10777
873;10745
874;10789
875;10808
876;10799
877;10816
878;10868
879;10810
880;10815
881;10862
882;10861
883;10905
884;10989
885;10949
886;10902
887;10941
888;10996
889;10980
890;10970
891;10961
892;11026
893;10985
894;11024
895;11086
896;11036
897;11058
898;11083
899;11144
900;11168
901;11109
902;11159
903;11171
904;11225
905;11165
906;11238
907;11244
908;11243
909;11231
910;11295
911;11292
912;11303
913;11282
914;11283
915;11327
916;11393
917;11344
918;11390
919;11376
920;11398
921;11425
922;11460
923;11455
924;11386
925;11484
926;11463
927;11463
928;11536
929;11514
930;11565
931;11537
932;11556
933;11601
934;11559
935;11611
936;11645
937;11612
938;11642
939;11672
940;11715
941;11741
942;11683
943;11710
944;11728
945;11745
946;11757
947;11804
948;11782
949;11848
950;11868
951;11837
952;11836
953;11858
954;11934
955;11857
956;11867
957;11920
958;11971
959;11968
960;11976
961;11972
962;11988
963;12014
964;12027
965;12020
966;12113
967;11993
968;12051
969;12091
970;12140
971;12143
972;12161
973;12131
974;12162
975;12166
976;12199
977;12186
978;12192
979;12259
980;12257
981;12256
982;12264
983;12321
984;12286
985;12289
986;12347
987;12385
988;12369
989;12338
990;12398
991;12423
992;12413
993;12451
994;12452
995;12455
996;12459
997;12508
998;12498
999;12516
